Input,Case1_LNoise,Case1_HPF(1),Case1_LPF(2),Case1_Kal(3),Case1_HPF_Kal(13),Case1_LPF_Kal(23),Case1_EKF(4),Case1_Label
0.109520579,0.334083333,-0.332189275,3.76E-06,-0.223629544,-0.375230216,10.58683139,0.365700333,1
0.103859993,0.328154174,-0.334921858,3.76E-06,-0.223629544,-0.375230216,10.58683139,0.365700333,1
0.098169457,0.32219484,-0.3375625,3.76E-06,-0.223629544,-0.375230216,10.58683139,0.365700333,1
0.092450613,0.316206974,-0.340110444,3.76E-06,-0.223629544,-0.375230216,10.58683139,0.365700333,1
0.086705109,0.310192224,-0.342564959,3.76E-06,-0.223629544,-0.375230216,10.58683139,0.365700333,1
0.080934602,0.304152248,-0.34492534,3.77E-06,-0.223629544,-0.375230216,10.58683139,0.365700333,1
0.075140757,0.29808871,-0.347190912,3.77E-06,-0.223629544,-0.375230216,10.58683139,0.365700333,1
0.069325243,0.292003281,-0.349361025,3.77E-06,-0.223629544,-0.375230216,10.58683139,0.365700333,1
0.063489739,0.285897638,-0.351435057,3.77E-06,-0.223629544,-0.375230216,10.58683139,0.365700333,1
0.057635925,0.279773465,-0.353412413,3.77E-06,-0.223629544,-0.375230216,10.58683139,0.365700333,1
0.051765492,0.273632449,-0.355292529,3.77E-06,-0.223629544,-0.375230216,10.58683139,0.365700333,1
0.045880131,0.267476283,-0.357074864,3.78E-06,-0.223629544,-0.375230216,10.58683139,0.365700333,1
0.03998154,0.261306666,-0.35875891,3.78E-06,-0.223629544,-0.375230216,10.58683139,0.365700333,1
0.03407142,0.255125298,-0.360344184,3.78E-06,-0.223629544,-0.375230216,10.58683139,0.365700333,1
0.028151475,0.248933884,-0.361830233,3.78E-06,-0.223629544,-0.375230216,10.58683139,0.365700333,1
0.022223411,0.242734132,-0.363216634,3.78E-06,-0.293423089,-0.231618576,10.71849263,0.354003183,1
0.016288939,0.23652775,-0.364502988,3.78E-06,-0.293423089,-0.231618576,10.71849263,0.354003183,1
0.01034977,0.230316451,-0.365688931,3.78E-06,-0.293423089,-0.231618576,10.71849263,0.354003183,1
0.004407617,0.224101947,-0.366774123,3.79E-06,-0.293423089,-0.231618576,10.71849263,0.354003183,1
-0.001535808,0.217885953,-0.367758256,3.79E-06,-0.293423089,-0.231618576,10.71849263,0.354003183,1
-0.007478789,0.211670182,-0.368641049,3.79E-06,-0.293423089,-0.231618576,10.71849263,0.354003183,1
-0.013419614,0.205456349,-0.369422252,3.79E-06,-0.293423089,-0.231618576,10.71849263,0.354003183,1
-0.01935657,0.199246167,-0.370101643,3.79E-06,-0.293423089,-0.231618576,10.71849263,0.354003183,1
-0.025287943,0.193041347,-0.370679031,3.79E-06,-0.293423089,-0.231618576,10.71849263,0.354003183,1
-0.031212025,0.186843602,-0.371154252,3.79E-06,-0.293423089,-0.231618576,10.71849263,0.354003183,1
-0.037127105,0.180654639,-0.371527174,3.79E-06,-0.293423089,-0.231618576,10.71849263,0.354003183,1
-0.04303148,0.174476164,-0.371797693,3.80E-06,-0.293423089,-0.231618576,10.71849263,0.354003183,1
-0.048923446,0.168309881,-0.371965735,3.80E-06,-0.293423089,-0.231618576,10.71849263,0.354003183,1
-0.054801304,0.162157489,-0.372031254,3.80E-06,-0.293423089,-0.231618576,10.71849263,0.354003183,1
-0.060663359,0.156020682,-0.371994237,3.80E-06,-0.293423089,-0.231618576,10.71849263,0.354003183,1
-0.06650792,0.149901152,-0.371854697,3.80E-06,-0.293423089,-0.231618576,10.71849263,0.354003183,1
-0.072333303,0.143800584,-0.371612678,3.80E-06,-0.293423089,-0.231618576,10.71849263,0.354003183,1
-0.078137828,0.137720659,-0.371268255,3.80E-06,-0.293423089,-0.231618576,10.71849263,0.354003183,1
-0.08391982,0.13166305,-0.370821529,3.80E-06,-0.293423089,-0.231618576,10.71849263,0.354003183,1
-0.089677613,0.125629425,-0.370272635,3.80E-06,-0.293423089,-0.231618576,10.71849263,0.354003183,1
-0.095409546,0.119621445,-0.369621733,3.80E-06,-0.331522411,-0.133033803,10.81487175,0.331707638,1
-0.101113965,0.113640762,-0.368869016,3.80E-06,-0.331522411,-0.133033803,10.81487175,0.331707638,1
-0.106789227,0.107689023,-0.368014704,3.80E-06,-0.331522411,-0.133033803,10.81487175,0.331707638,1
-0.112433694,0.101767864,-0.367059048,3.81E-06,-0.331522411,-0.133033803,10.81487175,0.331707638,1
-0.11804574,0.095878913,-0.366002326,3.81E-06,-0.331522411,-0.133033803,10.81487175,0.331707638,1
-0.123623745,0.090023788,-0.364844848,3.81E-06,-0.331522411,-0.133033803,10.81487175,0.331707638,1
-0.1291661,0.084204098,-0.36358695,3.81E-06,-0.331522411,-0.133033803,10.81487175,0.331707638,1
-0.134671209,0.078421442,-0.362228999,3.81E-06,-0.331522411,-0.133033803,10.81487175,0.331707638,1
-0.140137483,0.072677408,-0.360771391,3.81E-06,-0.331522411,-0.133033803,10.81487175,0.331707638,1
-0.145563346,0.066973572,-0.35921455,3.81E-06,-0.331522411,-0.133033803,10.81487175,0.331707638,1
-0.150947234,0.061311499,-0.357558928,3.81E-06,-0.331522411,-0.133033803,10.81487175,0.331707638,1
-0.156287593,0.055692742,-0.355805007,3.81E-06,-0.331522411,-0.133033803,10.81487175,0.331707638,1
-0.161582885,0.050118841,-0.353953296,3.81E-06,-0.331522411,-0.133033803,10.81487175,0.331707638,1
-0.166831581,0.044591324,-0.352004332,3.81E-06,-0.331522411,-0.133033803,10.81487175,0.331707638,1
-0.172032168,0.039111703,-0.349958682,3.81E-06,-0.331522411,-0.133033803,10.81487175,0.331707638,1
-0.177183148,0.03368148,-0.347816939,3.81E-06,-0.331522411,-0.133033803,10.81487175,0.331707638,1
-0.182283033,0.028302139,-0.345579725,3.81E-06,-0.331522411,-0.133033803,10.81487175,0.331707638,1
-0.187330355,0.022975153,-0.343247688,3.81E-06,-0.331522411,-0.133033803,10.81487175,0.331707638,1
-0.192323656,0.017701975,-0.340821504,3.81E-06,-0.331522411,-0.133033803,10.81487175,0.331707638,1
-0.197261498,0.012484048,-0.338301877,3.81E-06,-0.331522411,-0.133033803,10.81487175,0.331707638,1
-0.202142456,0.007322794,-0.335689537,3.81E-06,-0.333605974,-0.316296018,10.87354036,0.300850555,1
-0.206965123,0.002219622,-0.332985241,3.81E-06,-0.333605974,-0.316296018,10.87354036,0.300850555,1
-0.211728109,-0.002824077,-0.330189773,3.81E-06,-0.333605974,-0.316296018,10.87354036,0.300850555,1
-0.216430039,-0.007806931,-0.327303942,3.81E-06,-0.333605974,-0.316296018,10.87354036,0.300850555,1
-0.221069558,-0.012727581,-0.324328585,3.81E-06,-0.333605974,-0.316296018,10.87354036,0.300850555,1
-0.225645328,-0.017584691,-0.321264562,3.81E-06,-0.333605974,-0.316296018,10.87354036,0.300850555,1
-0.230156029,-0.02237694,-0.318112762,3.81E-06,-0.333605974,-0.316296018,10.87354036,0.300850555,1
-0.234600361,-0.027103028,-0.314874096,3.81E-06,-0.333605974,-0.316296018,10.87354036,0.300850555,1
-0.238977042,-0.031761673,-0.311549503,3.81E-06,-0.333605974,-0.316296018,10.87354036,0.300850555,1
-0.24328481,-0.036351611,-0.308139944,3.81E-06,-0.333605974,-0.316296018,10.87354036,0.300850555,1
-0.247522423,-0.040871602,-0.304646407,3.81E-06,-0.333605974,-0.316296018,10.87354036,0.300850555,1
-0.251688659,-0.045320422,-0.301069902,3.81E-06,-0.333605974,-0.316296018,10.87354036,0.300850555,1
-0.255782316,-0.04969687,-0.297411465,3.81E-06,-0.333605974,-0.316296018,10.87354036,0.300850555,1
-0.259802215,-0.053999765,-0.293672154,3.81E-06,-0.333605974,-0.316296018,10.87354036,0.300850555,1
-0.263747195,-0.058227947,-0.289853051,3.81E-06,-0.333605974,-0.316296018,10.87354036,0.300850555,1
-0.267616119,-0.062380279,-0.285955261,3.81E-06,-0.333605974,-0.316296018,10.87354036,0.300850555,1
-0.271407871,-0.066455645,-0.281979912,3.81E-06,-0.333605974,-0.316296018,10.87354036,0.300850555,1
-0.275121359,-0.070452951,-0.277928153,3.81E-06,-0.333605974,-0.316296018,10.87354036,0.300850555,1
-0.278755511,-0.074371125,-0.273801157,3.81E-06,-0.333605974,-0.316296018,10.87354036,0.300850555,1
-0.282309279,-0.078209121,-0.269600117,3.81E-06,-0.333605974,-0.316296018,10.87354036,0.300850555,1
-0.285781639,-0.081965912,-0.265326248,3.81E-06,-0.299466111,-0.129301837,10.89616931,0.264435169,1
-0.289171589,-0.085640497,-0.260980787,3.81E-06,-0.299466111,-0.129301837,10.89616931,0.264435169,1
-0.292478151,-0.089231898,-0.256564989,3.80E-06,-0.299466111,-0.129301837,10.89616931,0.264435169,1
-0.295700373,-0.092739161,-0.252080133,3.80E-06,-0.299466111,-0.129301837,10.89616931,0.264435169,1
-0.298837325,-0.096161358,-0.247527515,3.80E-06,-0.299466111,-0.129301837,10.89616931,0.264435169,1
-0.301888101,-0.099497582,-0.24290845,3.80E-06,-0.299466111,-0.129301837,10.89616931,0.264435169,1
-0.304851824,-0.102746954,-0.238224276,3.80E-06,-0.299466111,-0.129301837,10.89616931,0.264435169,1
-0.307727637,-0.10590862,-0.233476346,3.80E-06,-0.299466111,-0.129301837,10.89616931,0.264435169,1
-0.310514712,-0.108981749,-0.228666032,3.80E-06,-0.299466111,-0.129301837,10.89616931,0.264435169,1
-0.313212245,-0.111965537,-0.223794726,3.80E-06,-0.299466111,-0.129301837,10.89616931,0.264435169,1
-0.315819459,-0.114859207,-0.218863836,3.80E-06,-0.299466111,-0.129301837,10.89616931,0.264435169,1
-0.3183356,-0.117662006,-0.213874787,3.80E-06,-0.299466111,-0.129301837,10.89616931,0.264435169,1
-0.320759944,-0.120373208,-0.208829021,3.80E-06,-0.299466111,-0.129301837,10.89616931,0.264435169,1
-0.323091792,-0.122992114,-0.203727998,3.80E-06,-0.299466111,-0.129301837,10.89616931,0.264435169,1
-0.325330471,-0.125518052,-0.198573191,3.80E-06,-0.299466111,-0.129301837,10.89616931,0.264435169,1
-0.327475335,-0.127950375,-0.19336609,3.80E-06,-0.299466111,-0.129301837,10.89616931,0.264435169,1
-0.329525767,-0.130288465,-0.188108201,3.80E-06,-0.299466111,-0.129301837,10.89616931,0.264435169,1
-0.331481174,-0.132531729,-0.182801043,3.80E-06,-0.299466111,-0.129301837,10.89616931,0.264435169,1
-0.333340994,-0.134679605,-0.177446151,3.79E-06,-0.299466111,-0.129301837,10.89616931,0.264435169,1
-0.335104689,-0.136731555,-0.172045071,3.79E-06,-0.299466111,-0.129301837,10.89616931,0.264435169,1
-0.336771751,-0.13868707,-0.166599366,3.79E-06,-0.233032738,0.036550029,10.88833439,0.226088197,1
-0.338341699,-0.14054567,-0.161110608,3.79E-06,-0.233032738,0.036550029,10.88833439,0.226088197,1
-0.339814081,-0.142306901,-0.155580384,3.79E-06,-0.233032738,0.036550029,10.88833439,0.226088197,1
-0.341188472,-0.143970339,-0.150010292,3.79E-06,-0.233032738,0.036550029,10.88833439,0.226088197,1
-0.342464476,-0.145535586,-0.144401943,3.79E-06,-0.233032738,0.036550029,10.88833439,0.226088197,1
-0.343641724,-0.147002275,-0.138756955,3.79E-06,-0.233032738,0.036550029,10.88833439,0.226088197,1
-0.344719878,-0.148370067,-0.133076962,3.79E-06,-0.233032738,0.036550029,10.88833439,0.226088197,1
-0.345698626,-0.149638648,-0.127363605,3.79E-06,-0.233032738,0.036550029,10.88833439,0.226088197,1
-0.346577686,-0.150807738,-0.121618533,3.79E-06,-0.233032738,0.036550029,10.88833439,0.226088197,1
-0.347356805,-0.151877083,-0.115843408,3.78E-06,-0.233032738,0.036550029,10.88833439,0.226088197,1
-0.348035758,-0.152846457,-0.110039899,3.78E-06,-0.233032738,0.036550029,10.88833439,0.226088197,1
-0.348614349,-0.153715664,-0.104209681,3.78E-06,-0.233032738,0.036550029,10.88833439,0.226088197,1
-0.349092411,-0.154484537,-0.098354441,3.78E-06,-0.233032738,0.036550029,10.88833439,0.226088197,1
-0.349469807,-0.155152939,-0.092475869,3.78E-06,-0.233032738,0.036550029,10.88833439,0.226088197,1
-0.349746427,-0.155720759,-0.086575665,3.78E-06,-0.233032738,0.036550029,10.88833439,0.226088197,1
-0.349922192,-0.156187918,-0.080655534,3.78E-06,-0.233032738,0.036550029,10.88833439,0.226088197,1
-0.349997051,-0.156554366,-0.074717185,3.78E-06,-0.233032738,0.036550029,10.88833439,0.226088197,1
-0.349970983,-0.156820079,-0.068762335,3.78E-06,-0.233032738,0.036550029,10.88833439,0.226088197,1
-0.349843995,-0.156985065,-0.062792704,3.78E-06,-0.233032738,0.036550029,10.88833439,0.226088197,1
-0.349616124,-0.157049362,-0.056810017,3.78E-06,-0.233032738,0.036550029,10.88833439,0.226088197,1
-0.349287435,-0.157013033,-0.050816004,3.77E-06,-0.141924371,0.132671133,10.85887614,0.189645722,1
-0.348858024,-0.156876173,-0.044812395,3.77E-06,-0.141924371,0.132671133,10.85887614,0.189645722,1
-0.348328013,-0.156638907,-0.038800925,3.77E-06,-0.141924371,0.132671133,10.85887614,0.189645722,1
-0.347697557,-0.156301386,-0.032783331,3.77E-06,-0.141924371,0.132671133,10.85887614,0.189645722,1
-0.346966836,-0.155863792,-0.026761352,3.77E-06,-0.141924371,0.132671133,10.85887614,0.189645722,1
-0.346136061,-0.155326336,-0.020736728,3.77E-06,-0.141924371,0.132671133,10.85887614,0.189645722,1
-0.345205473,-0.154689257,-0.0147112,3.77E-06,-0.141924371,0.132671133,10.85887614,0.189645722,1
-0.344175339,-0.153952822,-0.008686507,3.77E-06,-0.141924371,0.132671133,10.85887614,0.189645722,1
-0.343045956,-0.153117329,-0.002664392,3.77E-06,-0.141924371,0.132671133,10.85887614,0.189645722,1
-0.34181765,-0.152183103,0.003353406,3.77E-06,-0.141924371,0.132671133,10.85887614,0.189645722,1
-0.340490775,-0.151150498,0.009365149,3.77E-06,-0.141924371,0.132671133,10.85887614,0.189645722,1
-0.339065715,-0.150019896,0.015369099,3.76E-06,-0.141924371,0.132671133,10.85887614,0.189645722,1
-0.337542879,-0.148791708,0.021363522,3.76E-06,-0.141924371,0.132671133,10.85887614,0.189645722,1
-0.335922707,-0.147466373,0.027346686,3.76E-06,-0.141924371,0.132671133,10.85887614,0.189645722,1
-0.334205666,-0.146044357,0.033316862,3.76E-06,-0.141924371,0.132671133,10.85887614,0.189645722,1
-0.332392252,-0.144526156,0.039272325,3.76E-06,-0.141924371,0.132671133,10.85887614,0.189645722,1
-0.330482987,-0.142912292,0.045211354,3.76E-06,-0.141924371,0.132671133,10.85887614,0.189645722,1
-0.328478421,-0.141203315,0.051132235,3.76E-06,-0.141924371,0.132671133,10.85887614,0.189645722,1
-0.326379134,-0.139399804,0.057033255,3.76E-06,-0.141924371,0.132671133,10.85887614,0.189645722,1
-0.32418573,-0.137502362,0.06291271,3.76E-06,-0.141924371,0.132671133,10.85887614,0.189645722,1
-0.321898841,-0.135511623,0.068768901,3.76E-06,-0.036577735,-0.079999778,10.81888665,0.158715155,1
-0.319519127,-0.133428246,0.074600137,3.76E-06,-0.036577735,-0.079999778,10.81888665,0.158715155,1
-0.317047275,-0.131252916,0.080404732,3.76E-06,-0.036577735,-0.079999778,10.81888665,0.158715155,1
-0.314483998,-0.128986346,0.086181009,3.75E-06,-0.036577735,-0.079999778,10.81888665,0.158715155,1
-0.311830033,-0.126629275,0.0919273,3.75E-06,-0.036577735,-0.079999778,10.81888665,0.158715155,1
-0.309086147,-0.124182467,0.097641943,3.75E-06,-0.036577735,-0.079999778,10.81888665,0.158715155,1
-0.306253131,-0.121646715,0.103323288,3.75E-06,-0.036577735,-0.079999778,10.81888665,0.158715155,1
-0.303331802,-0.119022834,0.108969694,3.75E-06,-0.036577735,-0.079999778,10.81888665,0.158715155,1
-0.300323003,-0.116311667,0.114579528,3.75E-06,-0.036577735,-0.079999778,10.81888665,0.158715155,1
-0.2972276,-0.11351408,0.12015117,3.75E-06,-0.036577735,-0.079999778,10.81888665,0.158715155,1
-0.294046487,-0.110630967,0.12568301,3.75E-06,-0.036577735,-0.079999778,10.81888665,0.158715155,1
-0.29078058,-0.107663244,0.13117345,3.75E-06,-0.036577735,-0.079999778,10.81888665,0.158715155,1
-0.287430822,-0.104611853,0.136620902,3.75E-06,-0.036577735,-0.079999778,10.81888665,0.158715155,1
-0.283998179,-0.101477759,0.142023793,3.75E-06,-0.036577735,-0.079999778,10.81888665,0.158715155,1
-0.280483641,-0.098261953,0.147380562,3.75E-06,-0.036577735,-0.079999778,10.81888665,0.158715155,1
-0.27688822,-0.094965446,0.15268966,3.75E-06,-0.036577735,-0.079999778,10.81888665,0.158715155,1
-0.273212954,-0.091589276,0.157949554,3.75E-06,-0.036577735,-0.079999778,10.81888665,0.158715155,1
-0.269458902,-0.088134502,0.163158723,3.75E-06,-0.036577735,-0.079999778,10.81888665,0.158715155,1
-0.265627148,-0.084602207,0.168315663,3.75E-06,-0.036577735,-0.079999778,10.81888665,0.158715155,1
-0.261718795,-0.080993494,0.173418882,3.74E-06,-0.036577735,-0.079999778,10.81888665,0.158715155,1
-0.257734972,-0.077309492,0.178466907,3.74E-06,0.070944586,-0.033707816,10.78043924,0.136263329,1
-0.253676827,-0.073551348,0.183458277,3.74E-06,0.070944586,-0.033707816,10.78043924,0.136263329,1
-0.249545529,-0.069720232,0.188391551,3.74E-06,0.070944586,-0.033707816,10.78043924,0.136263329,1
-0.245342272,-0.065817335,0.193265303,3.74E-06,0.070944586,-0.033707816,10.78043924,0.136263329,1
-0.241068265,-0.06184387,0.198078125,3.74E-06,0.070944586,-0.033707816,10.78043924,0.136263329,1
-0.236724743,-0.057801067,0.202828624,3.74E-06,0.070944586,-0.033707816,10.78043924,0.136263329,1
-0.232312957,-0.05369018,0.207515429,3.74E-06,0.070944586,-0.033707816,10.78043924,0.136263329,1
-0.22783418,-0.049512481,0.212137185,3.74E-06,0.070944586,-0.033707816,10.78043924,0.136263329,1
-0.223289703,-0.04526926,0.216692555,3.74E-06,0.070944586,-0.033707816,10.78043924,0.136263329,1
-0.218680837,-0.040961827,0.221180222,3.74E-06,0.070944586,-0.033707816,10.78043924,0.136263329,1
-0.214008911,-0.036591513,0.225598891,3.74E-06,0.070944586,-0.033707816,10.78043924,0.136263329,1
-0.209275272,-0.032159662,0.229947282,3.74E-06,0.070944586,-0.033707816,10.78043924,0.136263329,1
-0.204481284,-0.027667641,0.23422414,3.74E-06,0.070944586,-0.033707816,10.78043924,0.136263329,1
-0.199628332,-0.023116831,0.238428228,3.74E-06,0.070944586,-0.033707816,10.78043924,0.136263329,1
-0.194717813,-0.018508632,0.24255833,3.74E-06,0.070944586,-0.033707816,10.78043924,0.136263329,1
-0.189751144,-0.013844458,0.246613252,3.74E-06,0.070944586,-0.033707816,10.78043924,0.136263329,1
-0.184729757,-0.009125743,0.250591822,3.74E-06,0.070944586,-0.033707816,10.78043924,0.136263329,1
-0.1796551,-0.004353933,0.254492889,3.74E-06,0.070944586,-0.033707816,10.78043924,0.136263329,1
-0.174528637,0.000469507,0.258315326,3.74E-06,0.070944586,-0.033707816,10.78043924,0.136263329,1
-0.169351845,0.005343101,0.262058027,3.74E-06,0.070944586,-0.033707816,10.78043924,0.136263329,1
-0.164126219,0.010265356,0.265719909,3.74E-06,0.168332248,0.014410614,10.75520616,0.124277782,1
-0.158853263,0.015234765,0.269299914,3.74E-06,0.168332248,0.014410614,10.75520616,0.124277782,1
-0.1535345,0.020249808,0.272797007,3.74E-06,0.168332248,0.014410614,10.75520616,0.124277782,1
-0.148171463,0.025308951,0.276210175,3.74E-06,0.168332248,0.014410614,10.75520616,0.124277782,1
-0.142765698,0.030410648,0.279538431,3.74E-06,0.168332248,0.014410614,10.75520616,0.124277782,1
-0.137318764,0.035553341,0.282780813,3.74E-06,0.168332248,0.014410614,10.75520616,0.124277782,1
-0.131832231,0.040735459,0.285936382,3.74E-06,0.168332248,0.014410614,10.75520616,0.124277782,1
-0.126307683,0.045955421,0.289004226,3.74E-06,0.168332248,0.014410614,10.75520616,0.124277782,1
-0.120746712,0.051211633,0.291983456,3.74E-06,0.168332248,0.014410614,10.75520616,0.124277782,1
-0.115150922,0.056502493,0.294873211,3.74E-06,0.168332248,0.014410614,10.75520616,0.124277782,1
-0.109521926,0.061826386,0.297672654,3.74E-06,0.168332248,0.014410614,10.75520616,0.124277782,1
-0.103861348,0.067181691,0.300380975,3.74E-06,0.168332248,0.014410614,10.75520616,0.124277782,1
-0.098170819,0.072566775,0.30299739,3.74E-06,0.168332248,0.014410614,10.75520616,0.124277782,1
-0.092451982,0.077979997,0.305521142,3.74E-06,0.168332248,0.014410614,10.75520616,0.124277782,1
-0.086706484,0.083419709,0.307951499,3.74E-06,0.168332248,0.014410614,10.75520616,0.124277782,1
-0.080935983,0.088884254,0.310287758,3.74E-06,0.168332248,0.014410614,10.75520616,0.124277782,1
-0.075142143,0.094371968,0.312529241,3.75E-06,0.168332248,0.014410614,10.75520616,0.124277782,1
-0.069326634,0.099881181,0.314675301,3.75E-06,0.168332248,0.014410614,10.75520616,0.124277782,1
-0.063491134,0.105410217,0.316725315,3.75E-06,0.168332248,0.014410614,10.75520616,0.124277782,1
-0.057637325,0.110957392,0.318678688,3.75E-06,0.168332248,0.014410614,10.75520616,0.124277782,1
-0.051766895,0.11652102,0.320534854,3.75E-06,0.244433551,0.192672334,10.7531222,0.12353992,1
-0.045881538,0.122099407,0.322293276,3.75E-06,0.244433551,0.192672334,10.7531222,0.12353992,1
-0.03998295,0.127690857,0.323953443,3.75E-06,0.244433551,0.192672334,10.7531222,0.12353992,1
-0.034072832,0.133293668,0.325514873,3.75E-06,0.244433551,0.192672334,10.7531222,0.12353992,1
-0.028152889,0.138906138,0.326977114,3.75E-06,0.244433551,0.192672334,10.7531222,0.12353992,1
-0.022224827,0.14452656,0.32833974,3.75E-06,0.244433551,0.192672334,10.7531222,0.12353992,1
-0.016290357,0.150153223,0.329602356,3.75E-06,0.244433551,0.192672334,10.7531222,0.12353992,1
-0.010351189,0.155784417,0.330764594,3.75E-06,0.244433551,0.192672334,10.7531222,0.12353992,1
-0.004409035,0.161418431,0.331826117,3.75E-06,0.244433551,0.192672334,10.7531222,0.12353992,1
0.001534389,0.16705355,0.332786615,3.76E-06,0.244433551,0.192672334,10.7531222,0.12353992,1
0.007477371,0.17268806,0.33364581,3.76E-06,0.244433551,0.192672334,10.7531222,0.12353992,1
0.013418197,0.17832025,0.334403449,3.76E-06,0.244433551,0.192672334,10.7531222,0.12353992,1
0.019355153,0.183948405,0.335059311,3.76E-06,0.244433551,0.192672334,10.7531222,0.12353992,1
0.025286528,0.189570814,0.335613205,3.76E-06,0.244433551,0.192672334,10.7531222,0.12353992,1
0.031210611,0.195185767,0.336064968,3.76E-06,0.244433551,0.192672334,10.7531222,0.12353992,1
0.037125695,0.200791557,0.336414466,3.76E-06,0.244433551,0.192672334,10.7531222,0.12353992,1
0.043030072,0.206386476,0.336661597,3.76E-06,0.244433551,0.192672334,10.7531222,0.12353992,1
0.048922041,0.211968824,0.336806285,3.76E-06,0.244433551,0.192672334,10.7531222,0.12353992,1
0.054799902,0.217536901,0.336848486,3.77E-06,0.244433551,0.192672334,10.7531222,0.12353992,1
0.060661961,0.223089013,0.336788186,3.77E-06,0.244433551,0.192672334,10.7531222,0.12353992,1
0.066506527,0.22862347,0.336625398,3.77E-06,0.290529474,0.364573719,10.78124684,0.133535985,1
0.072331915,0.234138587,0.336360167,3.77E-06,0.290529474,0.364573719,10.78124684,0.133535985,1
0.078136445,0.239632683,0.335992566,3.77E-06,0.290529474,0.364573719,10.78124684,0.133535985,1
0.083918443,0.245104086,0.335522699,3.77E-06,0.290529474,0.364573719,10.78124684,0.133535985,1
0.089676242,0.250551129,0.334950697,3.77E-06,0.290529474,0.364573719,10.78124684,0.133535985,1
0.095408181,0.255972151,0.334276724,3.77E-06,0.290529474,0.364573719,10.78124684,0.133535985,1
0.101112607,0.2613655,0.333500971,3.78E-06,0.290529474,0.364573719,10.78124684,0.133535985,1
0.106787876,0.266729532,0.332623658,3.78E-06,0.290529474,0.364573719,10.78124684,0.133535985,1
0.112432351,0.272062609,0.331645036,3.78E-06,0.290529474,0.364573719,10.78124684,0.133535985,1
0.118044404,0.277363105,0.330565384,3.78E-06,0.290529474,0.364573719,10.78124684,0.133535985,1
0.123622417,0.282629402,0.32938501,3.78E-06,0.290529474,0.364573719,10.78124684,0.133535985,1
0.129164782,0.287859891,0.328104253,3.78E-06,0.290529474,0.364573719,10.78124684,0.133535985,1
0.1346699,0.293052974,0.326723478,3.79E-06,0.290529474,0.364573719,10.78124684,0.133535985,1
0.140136183,0.298207065,0.325243082,3.79E-06,0.290529474,0.364573719,10.78124684,0.133535985,1
0.145562056,0.303320588,0.323663487,3.79E-06,0.290529474,0.364573719,10.78124684,0.133535985,1
0.150945954,0.308391977,0.321985148,3.79E-06,0.290529474,0.364573719,10.78124684,0.133535985,1
0.156286324,0.313419681,0.320208544,3.79E-06,0.290529474,0.364573719,10.78124684,0.133535985,1
0.161581626,0.31840216,0.318334186,3.80E-06,0.290529474,0.364573719,10.78124684,0.133535985,1
0.166830334,0.323337888,0.316362611,3.80E-06,0.290529474,0.364573719,10.78124684,0.133535985,1
0.172030933,0.328225351,0.314294385,3.80E-06,0.290529474,0.364573719,10.78124684,0.133535985,1
0.177181924,0.33306305,0.312130101,3.80E-06,0.301329788,0.333688982,10.84295504,0.152515981,1
0.182281822,0.337849499,0.309870382,3.80E-06,0.301329788,0.333688982,10.84295504,0.152515981,1
0.187329156,0.342583229,0.307515876,3.81E-06,0.301329788,0.333688982,10.84295504,0.152515981,1
0.192322471,0.347262785,0.305067258,3.81E-06,0.301329788,0.333688982,10.84295504,0.152515981,1
0.197260326,0.351886726,0.302525233,3.81E-06,0.301329788,0.333688982,10.84295504,0.152515981,1
0.202141298,0.356453629,0.299890531,3.81E-06,0.301329788,0.333688982,10.84295504,0.152515981,1
0.206963979,0.360962087,0.297163908,3.81E-06,0.301329788,0.333688982,10.84295504,0.152515981,1
0.211726979,0.36541071,0.294346148,3.82E-06,0.301329788,0.333688982,10.84295504,0.152515981,1
0.216428924,0.369798124,0.291438062,3.82E-06,0.301329788,0.333688982,10.84295504,0.152515981,1
0.221068458,0.374122974,0.288440485,3.82E-06,0.301329788,0.333688982,10.84295504,0.152515981,1
0.225644243,0.378383922,0.285354278,3.82E-06,0.301329788,0.333688982,10.84295504,0.152515981,1
0.23015496,0.382579649,0.282180329,3.82E-06,0.301329788,0.333688982,10.84295504,0.152515981,1
0.234599308,0.386708854,0.27891955,3.83E-06,0.301329788,0.333688982,10.84295504,0.152515981,1
0.238976005,0.390770257,0.27557288,3.83E-06,0.301329788,0.333688982,10.84295504,0.152515981,1
0.24328379,0.394762596,0.272141279,3.83E-06,0.301329788,0.333688982,10.84295504,0.152515981,1
0.24752142,0.398684628,0.268625736,3.83E-06,0.301329788,0.333688982,10.84295504,0.152515981,1
0.251687673,0.402535132,0.265027262,3.84E-06,0.301329788,0.333688982,10.84295504,0.152515981,1
0.255781348,0.406312907,0.26134689,3.84E-06,0.301329788,0.333688982,10.84295504,0.152515981,1
0.259801264,0.410016773,0.257585681,3.84E-06,0.301329788,0.333688982,10.84295504,0.152515981,1
0.263746262,0.41364557,0.253744716,3.84E-06,0.301329788,0.333688982,10.84295504,0.152515981,1
0.267615204,0.417198163,0.249825099,3.85E-06,0.275577443,0.489446975,10.93754901,0.177693853,1
0.271406976,0.420673434,0.245827959,3.85E-06,0.275577443,0.489446975,10.93754901,0.177693853,1
0.275120482,0.424070291,0.241754445,3.85E-06,0.275577443,0.489446975,10.93754901,0.177693853,1
